evaluation_split,record_id,source_image,noise_level,error_types,changed_fields,product_count,gt_seller_company_name,noisy_seller_company_name,gt_seller_vat_no,noisy_seller_vat_no,gt_seller_address,noisy_seller_address,gt_buyer_company_name,noisy_buyer_company_name,gt_buyer_name,noisy_buyer_name,gt_buyer_country,noisy_buyer_country,gt_buyer_address,noisy_buyer_address,gt_invoice_number,noisy_invoice_number,gt_invoice_date,noisy_invoice_date,gt_payment_sub_total,noisy_payment_sub_total,gt_payment_discount_amount,noisy_payment_discount_amount,gt_payment_discount_percentage,noisy_payment_discount_percentage,gt_payment_due,noisy_payment_due,gt_payment_total,noisy_payment_total,gt_products_json,noisy_products_json
validation,2957,20956.png,low,ocr_char_confusion|small_amount_delta,invoice.number|products.0.quantity,3,Warren LLC,Warren LLC,,,"508 Paul Ford New Edward, MD 67665","508 Paul Ford New Edward, MD 67665","Jenkins, Tanner and Franco","Jenkins, Tanner and Franco",Aaron Martin,Aaron Martin,,,"33090 Ward Way Lake Lisabury, AL 78451","33090 Ward Way Lake Lisabury, AL 78451",xgK45716952295,xgK457I6952295,07.10.2013,07.10.2013,,,,,,,,,,,"[{""amount"": 472.84, ""description"": ""engage viral e-business"", ""index"": ""9"", ""quantity"": 6.23, ""unit_price"": 24.67}, {""amount"": 430.21, ""description"": ""evolve frictionless eyeballs"", ""index"": ""5"", ""quantity"": 6.64, ""unit_price"": 34.38}, {""amount"": 128.01, ""description"": ""mesh magnetic portals"", ""index"": ""2"", ""quantity"": 5.62, ""unit_price"": 49.13}]","[{""amount"": 472.84, ""description"": ""engage viral e-business"", ""index"": ""9"", ""quantity"": 5.93, ""unit_price"": 24.67}, {""amount"": 430.21, ""description"": ""evolve frictionless eyeballs"", ""index"": ""5"", ""quantity"": 6.64, ""unit_price"": 34.38}, {""amount"": 128.01, ""description"": ""mesh magnetic portals"", ""index"": ""2"", ""quantity"": 5.62, ""unit_price"": 49.13}]"
validation,2958,20957.png,low,small_amount_delta,products.0.quantity,1,Simmons-Shepard,Simmons-Shepard,,,"89848 Kelly Wells South Anthonyville, FM 57217","89848 Kelly Wells South Anthonyville, FM 57217",Michael Group,Michael Group,Kelly Cooper,Kelly Cooper,,,"5615 Emily Gateway Apt. 057 Nelsonfort, NM 86687","5615 Emily Gateway Apt. 057 Nelsonfort, NM 86687",TiA51683468467,TiA51683468467,07.07.2018,07.07.2018,,,,,,,,,,,"[{""amount"": 116.29, ""description"": ""drive efficient content"", ""index"": ""10"", ""quantity"": 4.1, ""unit_price"": 91.99}]","[{""amount"": 116.29, ""description"": ""drive efficient content"", ""index"": ""10"", ""quantity"": 3.89, ""unit_price"": 91.99}]"
validation,2962,20961.png,low,digit_transposition,products.2.quantity,7,Nicholson Ltd,Nicholson Ltd,,,"5394 Smith Island Apt. 471 Katherineland, UT 48501","5394 Smith Island Apt. 471 Katherineland, UT 48501",Kline Ltd,Kline Ltd,Brittany Singleton,Brittany Singleton,,,"987 Simpson Rue Apt. 014 South Tracyburgh, MN 35967","987 Simpson Rue Apt. 014 South Tracyburgh, MN 35967",Via02235054075,Via02235054075,20.10.2013,20.10.2013,,,,,,,,,,,"[{""amount"": 393.31, ""description"": ""grow bleeding-edge mindshare"", ""index"": ""6"", ""quantity"": 9.57, ""unit_price"": 63.85}, {""amount"": 292.47, ""description"": ""unleash revolutionary architectures"", ""index"": ""1"", ""quantity"": 9.6, ""unit_price"": 13.22}, {""amount"": 247.45, ""description"": ""disintermediate revolutionary methodologies"", ""index"": ""2"", ""quantity"": 4.45, ""unit_price"": 13.51}, {""amount"": 341.57, ""description"": ""drive collaborative technologies"", ""index"": ""4"", ""quantity"": 1.72, ""unit_price"": 88.98}, {""amount"": 96.57, ""description"": ""scale innovative markets"", ""index"": ""5"", ""quantity"": 1.79, ""unit_price"": 11.87}, {""amount"": 484.21, ""description"": ""repurpose transparent technologies"", ""index"": ""10"", ""quantity"": 2.31, ""unit_price"": 70.36}, {""amount"": 33.08, ""description"": ""architect frictionless web-readiness"", ""index"": ""10"", ""quantity"": 5.45, ""unit_price"": 42.71}]","[{""amount"": 393.31, ""description"": ""grow bleeding-edge mindshare"", ""index"": ""6"", ""quantity"": 9.57, ""unit_price"": 63.85}, {""amount"": 292.47, ""description"": ""unleash revolutionary architectures"", ""index"": ""1"", ""quantity"": 9.6, ""unit_price"": 13.22}, {""amount"": 247.45, ""description"": ""disintermediate revolutionary methodologies"", ""index"": ""2"", ""quantity"": 4.54, ""unit_price"": 13.51}, {""amount"": 341.57, ""description"": ""drive collaborative technologies"", ""index"": ""4"", ""quantity"": 1.72, ""unit_price"": 88.98}, {""amount"": 96.57, ""description"": ""scale innovative markets"", ""index"": ""5"", ""quantity"": 1.79, ""unit_price"": 11.87}, {""amount"": 484.21, ""description"": ""repurpose transparent technologies"", ""index"": ""10"", ""quantity"": 2.31, ""unit_price"": 70.36}, {""amount"": 33.08, ""description"": ""architect frictionless web-readiness"", ""index"": ""10"", ""quantity"": 5.45, ""unit_price"": 42.71}]"
test,2963,20962.png,medium,date_offset|transposed_characters|decimal_rounding|ocr_char_confusion,invoice.date|products.1.description|products.1.unit_price|seller.address,2,Becker-Chen,Becker-Chen,,,"0412 Paula Plain Lake Kimberlyton, NY 03574","0412 Paula Plain Lake Kimberlyton, NY 03S74","Decker, Evans and Cook","Decker, Evans and Cook",Christopher Alvarez,Christopher Alvarez,,,USNS Harper FPO AA 21051,USNS Harper FPO AA 21051,LOG59421558607,LOG59421558607,16.07.1995,18.07.1995,,,,,,,,,,,"[{""amount"": 295.99, ""description"": ""brand integrated e-markets"", ""index"": ""8"", ""quantity"": 4.75, ""unit_price"": 10.57}, {""amount"": 320.65, ""description"": ""transition world-class schemas"", ""index"": ""2"", ""quantity"": 2.22, ""unit_price"": 19.03}]","[{""amount"": 295.99, ""description"": ""brand integrated e-markets"", ""index"": ""8"", ""quantity"": 4.75, ""unit_price"": 10.57}, {""amount"": 320.65, ""description"": ""transition wolrd-class schemas"", ""index"": ""2"", ""quantity"": 2.22, ""unit_price"": 19.0}]"
validation,2964,20963.png,low,product_description_shuffle,products.0.description|products.1.description|products.2.description|products.3.description|products.4.description,5,Miller LLC,Miller LLC,,,"PSC 1953, Box 9865 APO AA 63621","PSC 1953, Box 9865 APO AA 63621",Hull-Brooks,Hull-Brooks,Michael Moore,Michael Moore,,,"541 Bryan Burgs Rebeccaside, MH 54531","541 Bryan Burgs Rebeccaside, MH 54531",IKr09971891562,IKr09971891562,27.07.2017,27.07.2017,,,,,,,,,,,"[{""amount"": 206.46, ""description"": ""facilitate distributed e-commerce"", ""index"": ""6"", ""quantity"": 7.16, ""unit_price"": 18.22}, {""amount"": 224.43, ""description"": ""synergize front-end solutions"", ""index"": ""4"", ""quantity"": 8.97, ""unit_price"": 31.61}, {""amount"": 432.26, ""description"": ""scale global eyeballs"", ""index"": ""1"", ""quantity"": 6.29, ""unit_price"": 37.19}, {""amount"": 264.11, ""description"": ""brand vertical interfaces"", ""index"": ""6"", ""quantity"": 3.74, ""unit_price"": 24.08}, {""amount"": 396.13, ""description"": ""expedite turn-key initiatives"", ""index"": ""4"", ""quantity"": 4.58, ""unit_price"": 89.08}]","[{""amount"": 206.46, ""description"": ""synergize front-end solutions"", ""index"": ""6"", ""quantity"": 7.16, ""unit_price"": 18.22}, {""amount"": 224.43, ""description"": ""brand vertical interfaces"", ""index"": ""4"", ""quantity"": 8.97, ""unit_price"": 31.61}, {""amount"": 432.26, ""description"": ""scale global eyeballs"", ""index"": ""1"", ""quantity"": 6.29, ""unit_price"": 37.19}, {""amount"": 264.11, ""description"": ""facilitate distributed e-commerce"", ""index"": ""6"", ""quantity"": 3.74, ""unit_price"": 24.08}, {""amount"": 396.13, ""description"": ""expedite turn-key initiatives"", ""index"": ""4"", ""quantity"": 4.58, ""unit_price"": 89.08}]"
validation,2968,20967.png,low,transposed_characters,products.2.description,3,Yu Ltd,Yu Ltd,,,"9051 Cody Club Suite 067 Jeremyshire, NM 43624","9051 Cody Club Suite 067 Jeremyshire, NM 43624",Romero-Hall,Romero-Hall,Michael Stewart,Michael Stewart,,,"346 Young Motorway Tammystad, MI 58141","346 Young Motorway Tammystad, MI 58141",kfj21760071492,kfj21760071492,24.01.1993,24.01.1993,,,,,,,,,,,"[{""amount"": 152.64, ""description"": ""deploy sticky web services"", ""index"": ""4"", ""quantity"": 5.36, ""unit_price"": 98.77}, {""amount"": 326.35, ""description"": ""expedite end-to-end schemas"", ""index"": ""2"", ""quantity"": 6.27, ""unit_price"": 45.42}, {""amount"": 221.12, ""description"": ""facilitate revolutionary infrastructures"", ""index"": ""5"", ""quantity"": 3.16, ""unit_price"": 38.74}]","[{""amount"": 152.64, ""description"": ""deploy sticky web services"", ""index"": ""4"", ""quantity"": 5.36, ""unit_price"": 98.77}, {""amount"": 326.35, ""description"": ""expedite end-to-end schemas"", ""index"": ""2"", ""quantity"": 6.27, ""unit_price"": 45.42}, {""amount"": 221.12, ""description"": ""facilitate revolutionary infrastructuers"", ""index"": ""5"", ""quantity"": 3.16, ""unit_price"": 38.74}]"
validation,2970,20969.png,low,missing_character|small_amount_delta|missing_character,buyer.company_name|products.2.unit_price|products.1.description,7,Torres Ltd,Torres Ltd,,,"0677 Hatfield Estate Suite 328 North Donald, MP 58862","0677 Hatfield Estate Suite 328 North Donald, MP 58862",Kelly-Middleton,elly-Middleton,Linda Warren,Linda Warren,,,"0227 Warren Mission Apt. 511 South Sheilahaven, GU 06011","0227 Warren Mission Apt. 511 South Sheilahaven, GU 06011",LKe04307782850,LKe04307782850,29.12.2015,29.12.2015,,,,,,,,,,,"[{""amount"": 8.45, ""description"": ""harness robust users"", ""index"": ""2"", ""quantity"": 2.06, ""unit_price"": 90.71}, {""amount"": 54.83, ""description"": ""grow 24/7 info-mediaries"", ""index"": ""7"", ""quantity"": 8.78, ""unit_price"": 38.58}, {""amount"": 273.98, ""description"": ""seize robust models"", ""index"": ""9"", ""quantity"": 9.94, ""unit_price"": 73.51}, {""amount"": 58.13, ""description"": ""optimize cross-media e-services"", ""index"": ""6"", ""quantity"": 7.03, ""unit_price"": 19.48}, {""amount"": 47.94, ""description"": ""evolve turn-key architectures"", ""index"": ""7"", ""quantity"": 8.88, ""unit_price"": 29.5}, {""amount"": 274.48, ""description"": ""incubate leading-edge applications"", ""index"": ""7"", ""quantity"": 8.62, ""unit_price"": 95.79}, {""amount"": 389.2, ""description"": ""synergize cross-platform supply-chains"", ""index"": ""10"", ""quantity"": 7.33, ""unit_price"": 96.67}]","[{""amount"": 8.45, ""description"": ""harness robust users"", ""index"": ""2"", ""quantity"": 2.06, ""unit_price"": 90.71}, {""amount"": 54.83, ""description"": ""grow 24/7 ino-mediaries"", ""index"": ""7"", ""quantity"": 8.78, ""unit_price"": 38.58}, {""amount"": 273.98, ""description"": ""seize robust models"", ""index"": ""9"", ""quantity"": 9.94, ""unit_price"": 74.02}, {""amount"": 58.13, ""description"": ""optimize cross-media e-services"", ""index"": ""6"", ""quantity"": 7.03, ""unit_price"": 19.48}, {""amount"": 47.94, ""description"": ""evolve turn-key architectures"", ""index"": ""7"", ""quantity"": 8.88, ""unit_price"": 29.5}, {""amount"": 274.48, ""description"": ""incubate leading-edge applications"", ""index"": ""7"", ""quantity"": 8.62, ""unit_price"": 95.79}, {""amount"": 389.2, ""description"": ""synergize cross-platform supply-chains"", ""index"": ""10"", ""quantity"": 7.33, ""unit_price"": 96.67}]"
validation,2972,20971.png,low,small_amount_delta|company_abbreviation,products.1.quantity|seller.company_name,2,"Frank, West and Vazquez","Frank, West & Vazquez",,,"20845 Lopez Ways Zoemouth, MH 98020","20845 Lopez Ways Zoemouth, MH 98020",Watkins Group,Watkins Group,Lisa Singleton,Lisa Singleton,,,"524 Joseph Road Suite 417 East Timothy, WA 99382","524 Joseph Road Suite 417 East Timothy, WA 99382",Kpq18143977837,Kpq18143977837,22.03.2011,22.03.2011,,,,,,,,,,,"[{""amount"": 12.51, ""description"": ""architect e-business e-commerce"", ""index"": ""10"", ""quantity"": 1.58, ""unit_price"": 94.65}, {""amount"": 374.3, ""description"": ""innovate intuitive bandwidth"", ""index"": ""3"", ""quantity"": 6.88, ""unit_price"": 76.35}]","[{""amount"": 12.51, ""description"": ""architect e-business e-commerce"", ""index"": ""10"", ""quantity"": 1.58, ""unit_price"": 94.65}, {""amount"": 374.3, ""description"": ""innovate intuitive bandwidth"", ""index"": ""3"", ""quantity"": 5.23, ""unit_price"": 76.35}]"
validation,2975,20974.png,low,product_description_replace|small_amount_delta|case_variation,products.6.description|products.2.quantity|buyer.company_name,7,Thomas LLC,Thomas LLC,,,"52883 Tony Crescent Navarromouth, NE 03130","52883 Tony Crescent Navarromouth, NE 03130",Harrison Group,HARRISON GROUP,Walter Montgomery,Walter Montgomery,,,"47849 Robert Burgs North Juanside, MI 91201","47849 Robert Burgs North Juanside, MI 91201",DuZ22111277964,DuZ22111277964,03.07.2021,03.07.2021,,,,,,,,,,,"[{""amount"": 182.42, ""description"": ""enable collaborative convergence"", ""index"": ""9"", ""quantity"": 4.92, ""unit_price"": 36.0}, {""amount"": 252.18, ""description"": ""unleash e-business interfaces"", ""index"": ""8"", ""quantity"": 8.29, ""unit_price"": 82.41}, {""amount"": 200.39, ""description"": ""engage turn-key web-readiness"", ""index"": ""2"", ""quantity"": 1.13, ""unit_price"": 83.62}, {""amount"": 139.24, ""description"": ""re-intermediate turn-key supply-chains"", ""index"": ""5"", ""quantity"": 1.77, ""unit_price"": 75.23}, {""amount"": 407.28, ""description"": ""whiteboard enterprise models"", ""index"": ""8"", ""quantity"": 7.81, ""unit_price"": 79.89}, {""amount"": 482.19, ""description"": ""synergize e-business solutions"", ""index"": ""10"", ""quantity"": 3.62, ""unit_price"": 66.53}, {""amount"": 178.35, ""description"": ""grow e-business networks"", ""index"": ""4"", ""quantity"": 6.4, ""unit_price"": 69.87}]","[{""amount"": 182.42, ""description"": ""enable collaborative convergence"", ""index"": ""9"", ""quantity"": 4.92, ""unit_price"": 36.0}, {""amount"": 252.18, ""description"": ""unleash e-business interfaces"", ""index"": ""8"", ""quantity"": 8.29, ""unit_price"": 82.41}, {""amount"": 200.39, ""description"": ""engage turn-key web-readiness"", ""index"": ""2"", ""quantity"": 1.07, ""unit_price"": 83.62}, {""amount"": 139.24, ""description"": ""re-intermediate turn-key supply-chains"", ""index"": ""5"", ""quantity"": 1.77, ""unit_price"": 75.23}, {""amount"": 407.28, ""description"": ""whiteboard enterprise models"", ""index"": ""8"", ""quantity"": 7.81, ""unit_price"": 79.89}, {""amount"": 482.19, ""description"": ""synergize e-business solutions"", ""index"": ""10"", ""quantity"": 3.62, ""unit_price"": 66.53}, {""amount"": 178.35, ""description"": ""incubate compelling eyeballs"", ""index"": ""4"", ""quantity"": 6.4, ""unit_price"": 69.87}]"
validation,2985,20984.png,high,product_description_replace|missing_character|date_offset|small_amount_delta|transposed_characters|ocr_char_confusion|missing_character|ocr_char_confusion|transposed_characters|decimal_rounding|missing_character,products.0.description|invoice.number|invoice.date|products.0.quantity|buyer.address|buyer.company_name|seller.address|seller.company_name|products.0.unit_price|buyer.name,1,Moyer-Pruitt,Myoer-Pruitt,,,Unit 7246 Box 0120 DPO AA 69438,Unit 7246 Box 012O DPO AA 69438,"Johnson, Marsh and Smith","Johnson, Marsh and Smih",Jeffrey Walker,Jefrey Walker,,,"6758 Ferguson Stravenue North Amberchester, KS 44165","675B Ferguson Stravenue North Amberchester, KS 44165",BCF20381767807,BCF2038177807,16.09.2008,14.09.2008,,,,,,,,,,,"[{""amount"": 80.87, ""description"": ""optimize real-time vortals"", ""index"": ""5"", ""quantity"": 2.98, ""unit_price"": 70.28}]","[{""amount"": 80.87, ""description"": ""whiteobard real-time info-mediaries"", ""index"": ""5"", ""quantity"": 1.3, ""unit_price"": 70.0}]"
validation,2986,20985.png,medium,missing_character|decimal_rounding|date_format_variation|digit_transposition|transposed_characters,seller.company_name|products.0.quantity|invoice.date|products.0.unit_price|products.0.description,1,Steele PLC,Seele PLC,,,"5523 Joseph Curve Fisherbury, NC 89906","5523 Joseph Curve Fisherbury, NC 89906","Miller, Smith and Brown","Miller, Smith and Brown",Bridget Garcia,Bridget Garcia,,,"2484 Daisy Light Suite 379 Lake Alexandraland, TN 99363","2484 Daisy Light Suite 379 Lake Alexandraland, TN 99363",moO16742797868,moO16742797868,25.01.2008,2008-01-25,,,,,,,,,,,"[{""amount"": 176.16, ""description"": ""visualize open-source solutions"", ""index"": ""7"", ""quantity"": 1.3, ""unit_price"": 94.71}]","[{""amount"": 176.16, ""description"": ""visuailze open-source solutions"", ""index"": ""7"", ""quantity"": 1.0, ""unit_price"": 49.71}]"
validation,2990,20989.png,medium,missing_character|decimal_rounding|extra_space|digit_transposition,products.0.description|products.0.quantity|buyer.address|products.0.unit_price,1,Delacruz-Doyle,Delacruz-Doyle,,,"91077 Baker Plaza Suite 709 Robinsonport, MD 23527","91077 Baker Plaza Suite 709 Robinsonport, MD 23527","Mosley, Moore and Garcia","Mosley, Moore and Garcia",Melissa Bell,Melissa Bell,,,"865 Joseph Lock West Andrewview, SC 77885","865 Joseph Lock West Andrewv iew, SC 77885",WSc68122081983,WSc68122081983,31.07.2005,31.07.2005,,,,,,,,,,,"[{""amount"": 321.82, ""description"": ""strategize B2B e-services"", ""index"": ""8"", ""quantity"": 1.04, ""unit_price"": 53.2}]","[{""amount"": 321.82, ""description"": ""strategize B2 e-services"", ""index"": ""8"", ""quantity"": 1.0, ""unit_price"": 35.2}]"
validation,2993,20992.png,low,digit_transposition|transposed_characters|digit_transposition,products.2.unit_price|buyer.address|products.0.quantity,4,Washington Ltd,Washington Ltd,,,"051 Jessica Viaduct Suite 760 Port Jessicaberg, TN 77374","051 Jessica Viaduct Suite 760 Port Jessicaberg, TN 77374","Hill, Smith and Powers","Hill, Smith and Powers",Antonio Mays,Antonio Mays,,,"0550 Omar Heights Edwardsmouth, MT 49977","0550 mOar Heights Edwardsmouth, MT 49977",WxE34141766483,WxE34141766483,25.07.2008,25.07.2008,,,,,,,,,,,"[{""amount"": 193.97, ""description"": ""transform front-end interfaces"", ""index"": ""9"", ""quantity"": 8.21, ""unit_price"": 69.1}, {""amount"": 83.54, ""description"": ""engage intuitive paradigms"", ""index"": ""1"", ""quantity"": 6.13, ""unit_price"": 75.56}, {""amount"": 26.67, ""description"": ""enhance world-class networks"", ""index"": ""8"", ""quantity"": 8.34, ""unit_price"": 53.57}, {""amount"": 282.71, ""description"": ""aggregate sticky interfaces"", ""index"": ""8"", ""quantity"": 8.13, ""unit_price"": 46.08}]","[{""amount"": 193.97, ""description"": ""transform front-end interfaces"", ""index"": ""9"", ""quantity"": 8.12, ""unit_price"": 69.1}, {""amount"": 83.54, ""description"": ""engage intuitive paradigms"", ""index"": ""1"", ""quantity"": 6.13, ""unit_price"": 75.56}, {""amount"": 26.67, ""description"": ""enhance world-class networks"", ""index"": ""8"", ""quantity"": 8.34, ""unit_price"": 35.57}, {""amount"": 282.71, ""description"": ""aggregate sticky interfaces"", ""index"": ""8"", ""quantity"": 8.13, ""unit_price"": 46.08}]"
